Product Title,Product ID,Main Category,Subcategory,Colors,Patterns,Season,Brands,Gender,Hue,Saturation,Value
Shoes_Trainers_White,rec3GYhJ0C6oAP8L2,Shoes,Trainers,White,Single-coloured,"Winter, Autumn, Spring",SuitSupply,Men,0.0,0.0,88.0
Shoes_Slip-ons_Brown,recov1GDVnMaCI2Lm,Shoes,Slip-ons,Brown,Single-coloured,"Winter, Autumn, Spring",BOSS,Men,13.0,69.0,26.0
Shoes_Slides_Brown,recEWAIOXGIwI8DoR,Shoes,Slides,Brown,Single-coloured,"Spring, Summer",Ralph Lauren,Women,12.0,128.0,10.0
Shoes_Slip-ons_Brown,recC9wYHoJsDLzRoY,Shoes,Slip-ons,Brown,Single-coloured,"Spring, Summer, Autumn",Manebi,Women,13.0,89.0,20.0
Shoes_Heels_Blue,recTiUlWMpdjUdJUB,Shoes,Heels,Blue,Single-coloured,"Spring, Summer",Mango,Women,96.0,213.0,6.0
Shoes_Heels_Black,recUXJdu3iLI75f9S,Shoes,Heels,Black,Single-coloured,"Spring, Summer, Autumn",Jonak,Women,0.0,26.0,10.0
Shoes_Sandals_Black,recslDkfhokU92g8W,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",Birkenstock,Men,94.0,57.0,99.0
Shoes_Boots_Black,recLf24gvylTI8LcS,Shoes,Boots,Black,Single-coloured,"Spring, Summer, Autumn",Church's,Men,0.0,13.0,19.0
Shoes_Trainers_Black,recL4zl2LX6dSsjkl,Shoes,Trainers,Black,Single-coloured,"Spring, Summer, Autumn",Converse,Men,30.0,12.0,22.0
Shoes_Sandals_Beige,recXuxr1h9xP3RzB7,Shoes,Sandals,Beige,Single-coloured,"Winter, Autumn, Spring",Birkenstock,Men,19.0,50.0,41.0
Shoes_Trainers_Green,recVVKOXgjWfTLgMn,Shoes,Trainers,Green,Single-coloured,"Spring, Summer, Winter, Autumn",Veja,Men,10.0,51.0,15.0
"Shoes_Trainers_Black, White",recUfIM6PVcUBljm9,Shoes,Trainers,"Black, White",Single-coloured,"Spring, Summer, Autumn, Winter",Nike,Men,120.0,11.0,24.0
Shoes_Slides_Beige,recg8Unj355Yj4qkF,Shoes,Slides,Beige,Single-coloured,"Spring, Summer",BOSS,Men,15.0,82.0,25.0
Shoes_Boots_Black,recX4bhp7wcEzy7YF,Shoes,Boots,Black,Single-coloured,"Spring, Summer, Autumn, Winter",Dr. Martens,Men,8.0,54.0,19.0
Shoes_Boots_Black,recVmvc6LwMOUXNI6,Shoes,Boots,Black,Single-coloured,"Spring, Summer, Autumn, Winter",Clarks,Men,15.0,39.0,13.0
Shoes_Trainers_White,recTI6fcxTJydLfnN,Shoes,Trainers,White,Single-coloured,"Spring, Summer, Autumn",Nike,Men,15.0,65.0,39.0
Shoes_Dress shoes_Brown,reckl2ZNJKwr5GYF0,Shoes,Dress shoes,Brown,Single-coloured,"Spring, Summer, Autumn, Winter",HUGO BOSS,Men,7.0,135.0,17.0
Shoes_Boots_Brown,recFazK8eYs2VQqbl,Shoes,Boots,Brown,Single-coloured,"Autumn, Winter",Capper,Men,6.0,98.0,13.0
Shoes_Slip-ons_Blue,reccEayBsdkI59xrq,Shoes,Slip-ons,Blue,Single-coloured,"Spring, Summer",Loro Piana,Men,165.0,73.0,7.0
Shoes_Heels_Beige,recl3vL1cXaJFXdqO,Shoes,Heels,Beige,Single-coloured,Summer,Jimmy Cho,Women,15.0,51.0,30.0
Shoes_Heels_Black,recs3REiPVD8roRdp,Shoes,Heels,Black,Single-coloured,Summer,Anna Field,Women,8.0,60.0,17.0
"Shoes_Heels_Beige, Black",recXOPVHYGzubn1un,Shoes,Heels,"Beige, Black",Single-coloured,Summer,Jonak,Women,18.0,58.0,22.0
Shoes_Heels_Black,recGzX8JW8xZY6sxr,Shoes,Heels,Black,Single-coloured,Summer,Steve Madden,Women,0.0,0.0,9.0
Shoes_Heels_Beige,reci1lCylKA82TDPm,Shoes,Heels,Beige,Single-coloured,Summer,Nly by Nelly,Women,16.0,87.0,44.0
Shoes_Heels_Beige,reczCKYBuYyIsJjHp,Shoes,Heels,Beige,Single-coloured,Summer,Alva,Women,12.0,97.0,58.0
Shoes_Sandals_Brown,recKcwcRvNmKyJ2XC,Shoes,Sandals,Brown,Single-coloured,"Summer, Spring",Anna Field,Women,13.0,143.0,34.0
Shoes_Sandals_Gold,reclwBpWeMRAgweK2,Shoes,Sandals,Gold,Single-coloured,"Summer, Spring",Geox,Women,11.0,94.0,30.0
Shoes_Sandals_Pink,rec8Ab5UaZhlmU5vs,Shoes,Sandals,Pink,Single-coloured,"Summer, Spring",Clarks,Women,10.0,90.0,68.0
Shoes_Sandals_White,rechOWqWQlZCa2QFv,Shoes,Sandals,White,Single-coloured,"Summer, Spring",Nova,Women,13.0,62.0,74.0
Shoes_Sandals_White,recmJayrFHvv4oRCH,Shoes,Sandals,White,Single-coloured,"Summer, Spring",Jimmy Cho,Women,20.0,18.0,85.0
Shoes_Sandals_White,recX4piO623PlIP4y,Shoes,Sandals,White,Single-coloured,"Summer, Spring",Ralph Lauren,Women,0.0,6.0,42.0
Shoes_Sandals_Black,recfEoWUldwEoCg7s,Shoes,Sandals,Black,Single-coloured,"Summer, Spring",Clarks,Women,150.0,28.0,9.0
Shoes_Sandals_Beige,rec4JnZX5e7IDXwbJ,Shoes,Sandals,Beige,Single-coloured,"Summer, Spring",&Other Stories,Women,17.0,42.0,43.0
Shoes_Sandals_Beige,recWciFATDzMNHATH,Shoes,Sandals,Beige,Floral,"Summer, Spring",Temu,Women,10.0,91.0,42.0
Shoes_Sandals_Gold,recL68HSkv4BQ2Gxg,Shoes,Sandals,Gold,Floral,"Summer, Spring",Lascana,Women,15.0,69.0,37.0
Shoes_Sandals_Beige,recnhncXbpQB08dzs,Shoes,Sandals,Beige,Floral,"Summer, Spring",KHARISMA,Women,13.0,74.0,24.0
Shoes_Sandals_Black,recEcl7UQ10Wfpynp,Shoes,Sandals,Black,Floral,"Summer, Spring",Bol,Women,13.0,70.0,33.0
Shoes_Trainers_Black,recf7nXhS9bK6c1XE,Shoes,Trainers,Black,Single-coloured,"Spring, Winter, Summer, Autumn",Calvin Klein,Women,15.0,46.0,11.0
"Shoes_Trainers_White, Green",recrRmbU0KGK0A5yg,Shoes,Trainers,"White, Green",Single-coloured,"Spring, Winter, Summer, Autumn",Claudie Pierlot,Women,0.0,0.0,27.0
"Shoes_Trainers_White, Pink",recOc3Hh5zmueamtd,Shoes,Trainers,"White, Pink",Single-coloured,"Spring, Winter, Summer, Autumn",Hub,Women,3.0,38.0,61.0
"Shoes_Trainers_White, Red, Beige",recxZIzSuTqaRg6Hn,Shoes,Trainers,"White, Red, Beige",Single-coloured,"Spring, Winter, Summer, Autumn",Ted Baker,Women,0.0,5.0,52.0
Shoes_Trainers_Black,recfWgyJ2W9n8rqHT,Shoes,Trainers,Black,Single-coloured,"Spring, Winter, Summer, Autumn",Calvin Klein,Women,0.0,0.0,25.0
Shoes_Trainers_Black,recNDmXrL87d7Q2Mh,Shoes,Trainers,Black,Single-coloured,"Spring, Winter, Summer, Autumn",Ralph Lauren,Women,15.0,12.0,43.0
Shoes_Trainers_Black,recqxVomBSYdRlENn,Shoes,Trainers,Black,Single-coloured,"Spring, Winter, Summer, Autumn",Isabel Bernard,Women,0.0,0.0,20.0
Shoes_Trainers_White,recrpT36Is4FP2OUK,Shoes,Trainers,White,Single-coloured,"Spring, Winter, Summer, Autumn",New Balance,Women,120.0,6.0,86.0
"Shoes_Trainers_Beige, Red, White",recqyddHLo9KVQhnH,Shoes,Trainers,"Beige, Red, White",Single-coloured,"Spring, Winter, Summer, Autumn",Desigual,Women,10.0,70.0,44.0
"Shoes_Trainers_Beige, Red, White",recNV180jrhVaJTGy,Shoes,Trainers,"Beige, Red, White",Single-coloured,"Spring, Winter, Summer, Autumn",Nova,Women,13.0,57.0,80.0
"Shoes_Trainers_Beige, White",recoIyuJz7oKSTk3v,Shoes,Trainers,"Beige, White",Single-coloured,"Spring, Winter, Summer, Autumn",mtng,Women,13.0,71.0,25.0
"Shoes_Trainers_Beige, Red, White",recPUo0rqTHQlhi2G,Shoes,Trainers,"Beige, Red, White",Single-coloured,"Spring, Winter, Summer, Autumn",FP,Women,14.0,29.0,96.0
Shoes_Sandals_Beige,rec1YiG9sVajBNHKL,Shoes,Sandals,Beige,Single-coloured,"Spring, Summer",ZARA,Women,15.0,73.0,35.0
Shoes_Sandals_Pink,recTyUlNuxxgrDijZ,Shoes,Sandals,Pink,Single-coloured,"Summer, Spring",ZARA,Women,5.0,64.0,44.0
Shoes_Slip-ons_Beige,recba1MULIKmbRcSt,Shoes,Slip-ons,Beige,Single-coloured,"Summer, Spring",ZARA,Women,18.0,94.0,27.0
"Shoes_Boots_Black, Brown",recXw9kTRbPGpvo9C,Shoes,Boots,"Black, Brown",Animal print,"Winter, Autumn, Spring",M&S,Women,14.0,97.0,29.0
Shoes_Slides_Green,recp4rXaDFCOSl6Jw,Shoes,Slides,Green,Single-coloured,"Spring, Summer",M&S,Women,60.0,112.0,16.0
Shoes_Heels_Red,recXB5myJGqDAX8OY,Shoes,Heels,Red,Single-coloured,"Spring, Summer, Autumn",River Island,Women,174.0,141.0,29.0
Shoes_Heels_Blue,receSfTlJHJkAbONr,Shoes,Heels,Blue,Single-coloured,"Spring, Summer, Autumn, Winter",M&S,Women,115.0,148.0,19.0
Shoes_Boots_Green,recgIBh6rs7yY8TzJ,Shoes,Boots,Green,Single-coloured,"Spring, Autumn",River Island,Women,20.0,59.0,26.0
"Shoes_Trainers_Pink, White",recmcf7WTU09yF7x9,Shoes,Trainers,"Pink, White",Pinstripe,"Spring, Autumn, Winter, Summer",adidas,Women,9.0,50.0,36.0
"Shoes_Boots_Green, Black",recJGVKLp0Kzm7tUe,Shoes,Boots,"Green, Black",Single-coloured,"Summer, Winter",Oakley,Men,15.0,20.0,26.0
Shoes_Boots_Black,recTwF4K06l2vHnNJ,Shoes,Boots,Black,Single-coloured,"Summer, Winter",Dr Martens,Men,0.0,15.0,17.0
Shoes_Boots_Black,recGYfZ1Hun73Ffc3,Shoes,Boots,Black,Single-coloured,"Summer, Winter",Canguro,Men,30.0,9.0,27.0
Shoes_Trainers_White,recvpxFEkScw3WnsN,Shoes,Trainers,White,N.a.,"Winter, Autumn, Spring, Summer",Steve Madden,Any,30.0,4.0,69.0
"Shoes_Trainers_White, Black",recBTdbZRpQ7ebhai,Shoes,Trainers,"White, Black",N.a.,"Winter, Autumn, Spring, Summer",Converse,Any,0.0,0.0,20.0
"Shoes_Heels_Black, Gold",recHyiA0QSIMWbmhE,Shoes,Heels,"Black, Gold",N.a.,"Spring, Summer",Maje ,Feminine,0.0,0.0,5.0
Shoes_Sandals_Black,recOG50QD9vynCIHF,Shoes,Sandals,Black,N.a.,"Spring, Summer",Vagabond,Feminine,0.0,0.0,8.0
Shoes_Boots_Black,recFQbzV5SjvHBsqC,Shoes,Boots,Black,N.a.,"Winter, Autumn",Vader,Feminine,0.0,0.0,10.0
Shoes_Heels_Beige,recaXbA58Qxzrd6vh,Shoes,Heels,Beige,N.a.,"Spring, Summer",Next,Feminine,11.0,68.0,41.0
Shoes_Sandals_Black,rec8waovmMTutLDen,Shoes,Sandals,Black,N.a.,"Spring, Summer",Charles & Keith,Feminine,0.0,20.0,13.0
Shoes_Boots_Black,recqWit6BuGFFauSm,Shoes,Boots,Black,N.a.,"Winter, Autumn, Spring, Summer",Bershka,Feminine,0.0,0.0,17.0
Shoes_Sandals_Black,recYtmH9Zz63NSyD0,Shoes,Sandals,Black,N.a.,Summer,Havaianas,Any,0.0,0.0,21.0
"Shoes_Trainers_Black, White",recZrwuEIIm2OGgQD,Shoes,Trainers,"Black, White",N.a.,"Winter, Autumn, Spring, Summer",Nike,Any,90.0,6.0,40.0
Shoes_Trainers_White,recLHuWcSyCBYYMsT,Shoes,Trainers,White,N.a.,"Spring, Summer, Winter, Autumn",New Balance,Any,30.0,7.0,74.0
Shoes_Trainers_White,recj1k9eyXLUnArPW,Shoes,Trainers,White,N.a.,"Spring, Summer, Autumn, Winter",adidas,Any,15.0,7.0,69.0
Shoes_Sandals_Brown,reccABFWiEp0Po5pA,Shoes,Sandals,Brown,N.a.,"Spring, Summer",Birkenstock,Any,15.0,66.0,31.0
Shoes_Sandals_Black,recw0xoUtX9Smb1hZ,Shoes,Sandals,Black,N.a.,"Spring, Summer",Arket,Any,0.0,0.0,5.0
Shoes_Sandals_Black,recMQokdc97Wl8HZl,Shoes,Sandals,Black,N.a.,"Spring, Summer",COS,Any,0.0,0.0,12.0
Shoes_Sandals_Black,rec1U2HlHvtetqD2k,Shoes,Sandals,Black,N.a.,"Spring, Summer",Camper,Any,12.0,55.0,23.0
Shoes_Slides_Beige,recDRMYfoN51M2V6D,Shoes,Slides,Beige,N.a.,"Spring, Summer",COS,Any,19.0,97.0,29.0
Shoes_Slides_Black,rechtMOa4hR9lsiYL,Shoes,Slides,Black,N.a.,"Spring, Summer",COS,Any,0.0,0.0,7.0
Shoes_Boots_Brown,recA9S90nfiGRR5oH,Shoes,Boots,Brown,N.a.,"Winter, Autumn",Frêne,Men,13.0,140.0,60.0
Shoes_Boots_Black,recdc5haob4f9bAkd,Shoes,Boots,Black,N.a.,"Winter, Autumn",George Cleverly,Men,0.0,0.0,14.0
Shoes_Boots_Black,recaMl8K7lUaNKEjM,Shoes,Boots,Black,N.a.,"Winter, Autumn",George Cleverly,Men,0.0,0.0,14.0
"Shoes_Trainers_White, Green",recUYkxrdE6AtWbwg,Shoes,Trainers,"White, Green",N.a.,"Spring, Summer, Autumn, Winter",New Balance,Any,60.0,5.0,51.0
Shoes_Slip-ons_Beige,rec1klvHGgX0S9iML,Shoes,Slip-ons,Beige,N.a.,"Spring, Summer, Autumn",Birkenstock,Any,16.0,70.0,40.0
Shoes_Slip-ons_Black,recYHRjI8i30WoIsy,Shoes,Slip-ons,Black,N.a.,"Spring, Summer, Autumn",Arket,Men,20.0,27.0,28.0
Shoes_Slip-ons_Black,recPy65fqHo311m8C,Shoes,Slip-ons,Black,N.a.,"Spring, Summer",Arket,Men,0.0,0.0,6.0
Shoes_Trainers_Grey,recsDeqrZ5w2yEvdH,Shoes,Trainers,Grey,Single-coloured,"Spring, Summer, Autumn",Clarks,Men,12.0,46.0,28.0
Shoes_Sandals_Black,recbQfCPwdUjVayBm,Shoes,Sandals,Black,Single-coloured,"Summer, Spring",adidas,Men,0.0,0.0,6.0
Shoes_Sandals_Blue,recJvd8q9ALsCoS6s,Shoes,Sandals,Blue,Single-coloured,"Spring, Summer",ZARA,Men,,,
Shoes_Sandals_Green,rec2MQdgZs0fLu3Mp,Shoes,Sandals,Green,Single-coloured,"Spring, Summer",Nike,Men,15.0,57.0,9.0
Shoes_Trainers_White,recEGNCMg8wJWqSg8,Shoes,Trainers,White,Single-coloured,"Spring, Summer, Winter, Autumn",Nike,Men,0.0,0.0,29.0
Shoes_Sandals_Brown,recdgdw13Ss1hUAwt,Shoes,Sandals,Brown,Single-coloured,"Summer, Spring",Timberland,Men,9.0,98.0,26.0
Shoes_Boots_Black,recNhG0BwpEgswPA1,Shoes,Boots,Black,Single-coloured,"Winter, Autumn",Timberland,Men,0.0,17.0,15.0
Shoes_Boots_Brown,recZE8aMUHEPeJeL6,Shoes,Boots,Brown,Single-coloured,"Autumn, Winter",Timberland,Men,14.0,152.0,47.0
Shoes_Boots_Black,rec2xovJgHN3oJpn2,Shoes,Boots,Black,Single-coloured,"Autumn, Winter",COS,Men,0.0,0.0,11.0
Shoes_Sandals_Black,reclgGYqUR3DPrC8b,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",COS,Men,0.0,0.0,12.0
"Shoes_Trainers_Grey, Blue, Black",recayXa8exOYQ0BTy,Shoes,Trainers,"Grey, Blue, Black",Other,"Spring, Summer, Winter, Autumn",Nike,Men,120.0,15.0,35.0
"Shoes_Trainers_Grey, Green",recL6c6awdl6iiOv0,Shoes,Trainers,"Grey, Green",Other,"Spring, Summer, Winter, Autumn",adidas,Men,90.0,9.0,27.0
Shoes_Trainers_Green,reclnDyrhDZBi9q3k,Shoes,Trainers,Green,Single-coloured,"Spring, Summer, Autumn, Winter",adidas,Men,60.0,14.0,18.0
Shoes_Trainers_Grey,recH0iuzMhwwtNc7U,Shoes,Trainers,Grey,Single-coloured,"Summer, Spring, Autumn, Winter",adidas,Men,15.0,24.0,43.0
Shoes_Trainers_White,recow0tnhaIIShS7R,Shoes,Trainers,White,Single-coloured,"Spring, Summer, Autumn, Winter",New Balance,Men,120.0,6.0,44.0
Shoes_Sandals_Black,recgKIvjGVaoyxlhu,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",Merrell,Men,60.0,8.0,31.0
Shoes_Sandals_Black,recHQJrma6pUTPpIM,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",Dr Martens,Men,0.0,0.0,7.0
Shoes_Sandals_Brown,recUXuGpxeh43DOgb,Shoes,Sandals,Brown,Single-coloured,"Spring, Summer",Deux Mains,Men,14.0,98.0,60.0
Shoes_Sandals_Black,recwM26xzHHtNdXTi,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",Dune London,Men,150.0,32.0,8.0
Shoes_Sandals_Black,recmF0cOeHh04Xo9U,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",Teva,Men,0.0,26.0,10.0
Shoes_Sandals_Brown,recm1qycDWdvzX1x7,Shoes,Sandals,Brown,Single-coloured,"Spring, Summer",Trespass,Men,17.0,74.0,31.0
Shoes_Sandals_Black,recK2Oe4R1pH29KOf,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",Pepe Jeans,Men,0.0,0.0,12.0
"Shoes_Trainers_Black, White",recoZWyfoc2u68O2S,Shoes,Trainers,"Black, White",Single-coloured,"Spring, Summer",Calvin Klein,Men,150.0,5.0,51.0
Shoes_Trainers_White,recRyf1x3UTKa8VCj,Shoes,Trainers,White,Single-coloured,"Spring, Summer",John Lobb,Men,24.0,13.0,102.0
Shoes_Trainers_Black,recmR4HeNKyQFvDCQ,Shoes,Trainers,Black,Single-coloured,"Spring, Summer",Gola,Men,24.0,49.0,26.0
"Shoes_Trainers_Black, Red",recXJ60SsDumf4Td4,Shoes,Trainers,"Black, Red",Single-coloured,"Spring, Summer",Nike,Men,0.0,41.0,31.0
Shoes_Trainers_White,rec7JcUet31BNvrCD,Shoes,Trainers,White,Single-coloured,"Spring, Summer",Jack & Jones,Men,30.0,3.0,90.0
"Shoes_Trainers_Black, Green",rec1aNth8AMswlTmQ,Shoes,Trainers,"Black, Green",Single-coloured,"Spring, Summer",Lone Peak,Men,30.0,24.0,32.0
Shoes_Trainers_Brown,rec72HS29Q1k9hIBn,Shoes,Trainers,Brown,Single-coloured,"Spring, Summer",Charles Tyrwhitt,Men,13.0,79.0,29.0
Shoes_Trainers_Green,rec6xnlDNgZARMDVe,Shoes,Trainers,Green,Single-coloured,"Spring, Summer",Clarks,Men,20.0,48.0,32.0
Shoes_Boots_Black,reczaFuoc13dD8OtQ,Shoes,Boots,Black,Single-coloured,"Summer, Spring, Winter, Autumn",Edward Green,Men,0.0,0.0,22.0
Shoes_Boots_Brown,recIFME6mU4CW6qiX,Shoes,Boots,Brown,Single-coloured,"Summer, Spring, Winter, Autumn",The Shoe Store,Men,0.0,20.0,39.0
Shoes_Boots_Black,recAycYXuQZ4EqHha,Shoes,Boots,Black,Single-coloured,"Summer, Spring, Winter, Autumn",Koi,Men,0.0,0.0,25.0
Shoes_Trainers_Black,rec78o5PQZDCoifGj,Shoes,Trainers,Black,Single-coloured,"Winter, Autumn, Spring, Summer",Clarks,Men,120.0,14.0,18.0
Shoes_Trainers_Beige,reculN1Gi36KnqQcU,Shoes,Trainers,Beige,Single-coloured,"Winter, Autumn, Spring, Summer",Clarks,Men,18.0,77.0,56.0
Shoes_Trainers_White,recy7Jg9RiO8vteZJ,Shoes,Trainers,White,Single-coloured,"Winter, Autumn, Spring, Summer",Northampton,Men,165.0,6.0,82.0
Shoes_Trainers_Black,recp3G1fyOHqPSmMD,Shoes,Trainers,Black,Single-coloured,"Winter, Autumn, Spring, Summer",Bullfeet,Men,30.0,46.0,11.0
Shoes_Trainers_White,recMfABHUQ9tD5iGr,Shoes,Trainers,White,Single-coloured,"Winter, Autumn, Spring, Summer",Bullfeet,Men,0.0,0.0,38.0
Shoes_Boots_Black,recUJsnIvBZVbjqXt,Shoes,Boots,Black,Single-coloured,"Winter, Autumn",John Lewis,Men,120.0,34.0,15.0
Shoes_Boots_Brown,rec8RDE2hfUafDCCE,Shoes,Boots,Brown,Single-coloured,"Winter, Autumn",John Lewis,Men,4.0,74.0,24.0
Shoes_Boots_Brown,rec9ZgkTTvfPZKGT5,Shoes,Boots,Brown,Single-coloured,"Winter, Autumn",Jones Bootmaker,Men,15.0,45.0,34.0
Shoes_Boots_Beige,rec1GPoj3YFSddXZK,Shoes,Boots,Beige,Single-coloured,"Winter, Autumn",Timberland,Men,16.0,157.0,73.0
Shoes_Boots_Black,recn1mO5OMZnXnLvw,Shoes,Boots,Black,Single-coloured,"Winter, Autumn",Next,Men,0.0,0.0,19.0
Shoes_Sandals_Black,rec6ftIXMbeGazvre,Shoes,Sandals,Black,Single-coloured,"Summer, Spring",Next,Men,18.0,53.0,24.0
Shoes_Sandals_Beige,recFSaQP7rkvJJp7b,Shoes,Sandals,Beige,Single-coloured,"Summer, Spring",Next,Men,13.0,78.0,23.0
Shoes_Sandals_Black,recpdFbxQ5VaZf1ku,Shoes,Sandals,Black,Single-coloured,"Summer, Spring",Sport Direct,Men,0.0,14.0,18.0
Shoes_Sandals_Beige,recnZwS0R2zcAHY2W,Shoes,Sandals,Beige,Single-coloured,"Summer, Spring",Nisolo,Men,12.0,134.0,19.0
Shoes_Sandals_Black,recvdPhUifMptUjNx,Shoes,Sandals,Black,Single-coloured,"Summer, Spring",Dr Martens,Men,0.0,13.0,19.0
Shoes_Boots_Black,recpKlk4v3QvOHGHY,Shoes,Boots,Black,Single-coloured,"Spring, Autumn, Winter, Summer",Schuh,Men,,,
Shoes_Boots_Black,rec8BMIiiwc48kwXK,Shoes,Boots,Black,Single-coloured,"Spring, Autumn, Summer, Winter",Lanx,Men,0.0,32.0,16.0
Shoes_Boots_Brown,recgOxz8BcWULMMVP,Shoes,Boots,Brown,Single-coloured,"Spring, Autumn, Winter",Dr. Martens,Men,13.0,85.0,21.0
Shoes_Sandals_Brown,recuoLqBLAtqRcMRS,Shoes,Sandals,Brown,Single-coloured,"Spring, Summer",Birkenstock,Men,13.0,64.0,28.0
Shoes_Sandals_Black,recLCzvztuBkMHM0B,Shoes,Sandals,Black,Single-coloured,"Spring, Summer",Walk,Men,0.0,0.0,10.0
Shoes_Sandals_Beige,rec2VV6C3vz4eC7Uh,Shoes,Sandals,Beige,Single-coloured,"Spring, Summer",Closed,Men,10.0,96.0,8.0
Shoes_Sandals_Beige,reckCV2nge7ahI51W,Shoes,Sandals,Beige,Single-coloured,"Spring, Summer",Espadrilles,Men,17.0,50.0,36.0
Shoes_Trainers_White,recTvSoeFqUuWnhrx,Shoes,Trainers,White,Single-coloured,"Spring, Summer, Autumn, Winter",Saye,"Men, Any, Women",18.0,36.0,35.0
Shoes_Trainers_Brown,recjXKrQVOw0Ud60g,Shoes,Trainers,Brown,Single-coloured,"Spring, Summer, Autumn, Winter",JAK,Men,16.0,90.0,37.0
"Shoes_Trainers_White, Brown",recG30MNq7d2vBRsr,Shoes,Trainers,"White, Brown",Single-coloured,"Spring, Summer, Autumn",Ami Paris,Men,19.0,60.0,34.0
Shoes_Slip-ons_Black,recOPd9LfCq32sMvH,Shoes,Slip-ons,Black,Single-coloured,"Spring, Summer, Autumn",Polo Ralph Lauren,Men,10.0,29.0,26.0
Shoes_Slip-ons_Brown,recGl4iSXsHz0Gnjy,Shoes,Slip-ons,Brown,Single-coloured,"Spring, Summer, Autumn, Winter",Xposed London,Men,11.0,140.0,40.0
Shoes_Slip-ons_Brown,recsAXAmZpt9P6QxG,Shoes,Slip-ons,Brown,Single-coloured,"Spring, Summer",Lotus Footwear,Men,12.0,132.0,29.0
Shoes_Slides_Brown,recRpncGlzsXJZ6ID,Shoes,Slides,Brown,Single-coloured,"Spring, Summer",UGG,Men,9.0,94.0,19.0
Shoes_Slides_Brown,recq6JxX4FbfFvkv4,Shoes,Slides,Brown,Single-coloured,"Spring, Summer",Autograph,Men,0.0,73.0,7.0
Skirts_n.a._Black,recOwQCAgYDO6X77b,Skirts,n.a.,Black,Single-coloured,"Spring, Summer",Shoeby,Women,120.0,39.0,13.0
Skirts_n.a._Brown,recoYl66BegcEzvXG,Skirts,n.a.,Brown,Dots,"Spring, Summer",Ganni,Women,14.0,66.0,58.0
Skirts_n.a._Green,recnTn9gedytxj0Tt,Skirts,n.a.,Green,Single-coloured,Summer,ASOS,Women,60.0,84.0,67.0
Skirts_n.a._Purple,recAsnaDwssEex3Aa,Skirts,n.a.,Purple,Single-coloured,"Spring, Summer, Autumn",Wolf&Badger,Women,133.0,67.0,46.0
Skirts_n.a._Orange,recaZ839dHFkN8gUQ,Skirts,n.a.,Orange,Floral,"Spring, Summer, Autumn",Pieces,Women,8.0,118.0,69.0
Skirts_n.a._Orange,recpE6LLoXLCnLhtF,Skirts,n.a.,Orange,Floral,Summer,BouFFante,Women,9.0,162.0,52.0
Skirts_n.a._Brown,reczTYqU0vl0xlyEY,Skirts,n.a.,Brown,Single-coloured,"Spring, Summer, Autumn, Winter",Abercrombie & Fitch,Women,10.0,153.0,85.0
Skirts_n.a._White,recnnl0bce1SW4O9J,Skirts,n.a.,White,Single-coloured,Summer,Abercrombie & Fitch,Women,24.0,37.0,69.0
Skirts_n.a._Green,rec3DH6QpjWfewqqa,Skirts,n.a.,Green,Floral,Summer,Cider,Women,45.0,25.0,41.0
Skirts_n.a._Blue,recdYIW7oN6Ukh172,Skirts,n.a.,Blue,Single-coloured,"Summer, Spring",Levi's,Women,106.0,43.0,100.0
Skirts_n.a._Orange,recnMfcNBJJw48HXL,Skirts,n.a.,Orange,Single-coloured,"Summer, Spring",ONLY,Women,9.0,176.0,90.0
Skirts_n.a._Pink,recb5NfH8Vx6GEviK,Skirts,n.a.,Pink,Single-coloured,"Summer, Spring",ASOS,Women,175.0,236.0,94.0
"Skirts_n.a._Yellow, Pink",recKzC3lmUtmZn3jM,Skirts,n.a.,"Yellow, Pink",Geometric,"Summer, Spring",Mango,Women,13.0,66.0,27.0
"Skirts_n.a._Orange, Red",recqpTbmWYlHjgLjW,Skirts,n.a.,"Orange, Red",Floral,Summer,Rat&Boa,Women,1.0,194.0,63.0
"Skirts_n.a._White, Black",rec0Ak88McJ9WJ0Hz,Skirts,n.a.,"White, Black",Geometric,"Summer, Spring",M&S,Women,21.0,20.0,91.0
"Skirts_n.a._Yellow, Beige, Blue",recnCNjb3XI6pksFQ,Skirts,n.a.,"Yellow, Beige, Blue",Floral,"Summer, Spring",M&S,Women,81.0,34.0,74.0
"Skirts_n.a._Red, Pink, Green, Black",recL969I3oO7L4yuc,Skirts,n.a.,"Red, Pink, Green, Black",Floral,"Summer, Spring",M&S,Women,6.0,71.0,90.0
Skirts_n.a._Pink,rec5wF7fLDDqC2zqe,Skirts,n.a.,Pink,Single-coloured,"Summer, Spring",Genny,Women,172.0,48.0,204.0
"Skirts_n.a._White, Black",recGhQm8O1J3rhywf,Skirts,n.a.,"White, Black",Dots,"Summer, Spring",River Island,Women,120.0,13.0,20.0
Skirts_n.a._Yellow,recjdaioNzSWM4J5L,Skirts,n.a.,Yellow,Single-coloured,"Summer, Spring",River Island,Women,26.0,153.0,40.0
